phase,layer,auroc_mean,auroc_std,bal_acc_mean
response_first,4,0.5341145833333334,0.0183106232315795,0.5166666666666667
final_prompt,10,0.5317274305555555,0.03454285812828344,0.515625
response_first,1,0.5290798611111112,0.004185612309458757,0.521875
response_first,2,0.529079861111111,0.022439697838039195,0.4989583333333334
final_prompt,6,0.5275173611111111,0.02702080009242936,0.5010416666666667
public_task_span,6,0.5261067708333333,0.04933926619404658,0.5114583333333333
final_prompt,9,0.5251085069444444,0.03103560382558895,0.5229166666666666
final_prompt,8,0.5248046875,0.070700064225279,0.5354166666666667
response_first,8,0.5227864583333334,0.02950830344411357,0.5072916666666666
final_prompt,3,0.5219618055555555,0.033416756683112794,0.503125
response_mean,10,0.521701388888889,0.04387761095868093,0.5114583333333333
public_task_span,7,0.5201605902777777,0.018381025145868497,0.503125
final_prompt,13,0.5198784722222223,0.011680106036567637,0.5010416666666666
response_first,5,0.5192274305555555,0.03115476059080059,0.5135416666666666
response_mean,5,0.5189453125,0.010161372647153307,0.5020833333333333
public_task_span,5,0.5181857638888888,0.02253206205675618,0.5
response_mean,7,0.5163194444444444,0.03082758486203428,0.5229166666666666
response_first,7,0.5142144097222222,0.03295557940302098,0.4885416666666667
final_prompt,11,0.512109375,0.050545232182264116,0.5125
final_prompt,0,0.5114800347222223,0.02800744794926934,0.5145833333333333
final_prompt,4,0.5113932291666667,0.033461859837132284,0.525
public_task_span,1,0.5111762152777779,0.03877829311432847,0.5
response_mean,9,0.5106987847222222,0.016006815577218315,0.50625
response_mean,6,0.5104817708333333,0.01630126806641613,0.4958333333333334
response_first,6,0.5094618055555555,0.015061451813459628,0.5
final_prompt,5,0.5079644097222222,0.013539388524762497,0.49375
response_mean,4,0.5066840277777778,0.03904754729245268,0.5104166666666666
final_prompt,7,0.5040581597222222,0.06318289589536996,0.5333333333333333
response_mean,8,0.5039930555555555,0.01990479970539092,0.5104166666666667
public_task_span,4,0.5030381944444444,0.03960369694277912,0.5041666666666667
response_mean,0,0.50234375,0.027600208267897674,0.4989583333333333
public_task_span,3,0.5018446180555556,0.03313941355855981,0.4895833333333333
final_prompt,2,0.5018229166666667,0.02978771563900073,0.4760416666666667
response_first,9,0.5009114583333334,0.03632646559664204,0.4895833333333333
response_mean,2,0.5001953125,0.036805485179521924,0.4885416666666667
pre_selector,1,0.5,0.0,0.5
pre_selector,0,0.5,0.0,0.5
pre_selector,13,0.5,0.0,0.5
pre_selector,12,0.5,0.0,0.5
pre_selector,7,0.5,0.0,0.5
pre_selector,6,0.5,0.0,0.5
pre_selector,5,0.5,0.0,0.5
pre_selector,4,0.5,0.0,0.5
pre_selector,3,0.5,0.0,0.5
pre_selector,2,0.5,0.0,0.5
pre_selector,9,0.5,0.0,0.5
pre_selector,8,0.5,0.0,0.5
pre_selector,23,0.5,0.0,0.5
pre_selector,22,0.5,0.0,0.5
pre_selector,15,0.5,0.0,0.5
pre_selector,14,0.5,0.0,0.5
pre_selector,11,0.5,0.0,0.5
pre_selector,10,0.5,0.0,0.5
pre_selector,29,0.5,0.0,0.5
pre_selector,26,0.5,0.0,0.5
pre_selector,31,0.5,0.0,0.5
pre_selector,35,0.5,0.0,0.5
pre_selector,33,0.5,0.0,0.5
pre_selector,30,0.5,0.0,0.5
pre_selector,27,0.5,0.0,0.5
pre_selector,21,0.5,0.0,0.5
pre_selector,25,0.5,0.0,0.5
pre_selector,24,0.5,0.0,0.5
pre_selector,20,0.5,0.0,0.5
pre_selector,17,0.5,0.0,0.5
pre_selector,16,0.5,0.0,0.5
pre_selector,32,0.5,0.0,0.5
pre_selector,34,0.5,0.0,0.5
pre_selector,19,0.5,0.0,0.5
pre_selector,18,0.5,0.0,0.5
pre_selector,28,0.5,0.0,0.5
public_task_span,2,0.4999782986111111,0.03874597477639106,0.4875
response_first,0,0.4980251736111111,0.018421974006824327,0.503125
response_first,10,0.49782986111111105,0.03379011479887489,0.5083333333333333
response_mean,3,0.49526909722222223,0.029746105703414547,0.4979166666666666
final_prompt,1,0.49144965277777775,0.01906982923321522,0.5083333333333333
public_task_span,0,0.4904296875,0.00610750496554659,0.503125
final_prompt,12,0.4873046875,0.032747712220509755,0.48958333333333337
response_mean,1,0.4826822916666666,0.030117431127519325,0.4770833333333333
