phase,layer,n_pairs,delta_norm_mean,direction_coherence,heldout_cosine_mean,heldout_positive_rate,permutation_p
public_task_span,6,128,0.4401479311696404,0.04597618995282737,0.006592054876905755,0.578125,0.06467661691542288
public_task_span,7,128,0.5449822026744735,0.04576161423228471,0.0008616474951306785,0.5390625,0.44776119402985076
public_task_span,8,128,0.6447196379694169,0.046604462085225076,-0.004412613938711233,0.4609375,0.8656716417910447
public_task_span,9,128,0.6853797015554852,0.0500493165929847,0.0013689236720715865,0.5078125,0.39800995024875624
public_task_span,10,128,0.8102870698730367,0.048718135821484404,0.006449148021441727,0.5625,0.08955223880597014
public_task_span,11,128,0.9385547927833353,0.04658174492146813,0.005963440766217502,0.5625,0.12935323383084577
public_task_span,12,128,0.9937602014831978,0.04979770313949252,0.009976976715972408,0.5625,0.04975124378109453
public_task_span,13,128,0.9954458473008969,0.06432282472849857,0.027412270606106286,0.65625,0.004975124378109453
public_task_span,14,128,1.1396133421154333,0.1547992345211264,0.13643676741609817,0.953125,0.004975124378109453
public_task_span,15,128,1.2232781360632172,0.21158350399007322,0.1957620002008853,0.9765625,0.004975124378109453
public_task_span,16,128,1.3911274389549952,0.28843648243720504,0.27640754374578724,0.9765625,0.004975124378109453
public_task_span,17,128,1.5595939347055348,0.3355286279489363,0.3244643420100348,0.9921875,0.004975124378109453
public_task_span,18,128,1.7703464317928512,0.3570052274805362,0.3458283701439421,1.0,0.004975124378109453
public_task_span,19,128,2.423431508245684,0.4154791091765004,0.4054943420249205,1.0,0.004975124378109453
public_task_span,20,128,2.64446355310465,0.42172069838937937,0.411048712846417,1.0,0.004975124378109453
public_task_span,21,128,2.9460763022701366,0.43542118900998833,0.4240723330882195,1.0,0.004975124378109453
public_task_span,22,128,3.649354577374475,0.46691654395626964,0.45584976101153446,1.0,0.004975124378109453
public_task_span,23,128,4.357693686679217,0.4859181423166613,0.47517817543453245,0.9921875,0.004975124378109453
public_task_span,24,128,5.010224660154055,0.494337378854432,0.48387108322026595,0.9609375,0.004975124378109453
public_task_span,25,128,5.762699828324154,0.49980012564904075,0.4895858344592475,0.921875,0.004975124378109453
public_task_span,26,128,6.4454273741510395,0.5106507987554905,0.5008898135259661,0.921875,0.004975124378109453
public_task_span,27,128,7.3714397935034,0.5080040694808947,0.49836206114211123,0.9140625,0.004975124378109453
public_task_span,28,128,8.614409089260434,0.509801708468957,0.5001651318563344,0.9140625,0.004975124378109453
public_task_span,29,128,9.562162341144916,0.5067928657821801,0.49719302623397044,0.9140625,0.004975124378109453
public_task_span,30,128,11.52406992969311,0.5170515987886874,0.5077783193786589,0.90625,0.004975124378109453
public_task_span,31,128,12.642877434668602,0.5164417234886034,0.5069921959054323,0.90625,0.004975124378109453
public_task_span,32,128,14.028171689715784,0.5156942368206189,0.5061519843136463,0.8984375,0.004975124378109453
public_task_span,33,128,15.125433136233072,0.5198736835375632,0.5101572335674848,0.90625,0.004975124378109453
public_task_span,34,128,19.180815221547412,0.5324856601467961,0.5237221036753203,0.890625,0.004975124378109453
public_task_span,35,128,3.318909404110917,0.5211925962331269,0.5124085194518169,0.8828125,0.004975124378109453
final_prompt,0,128,0.0500703227229598,0.06178830434720436,0.023399924897977598,0.6015625,0.024875621890547265
final_prompt,1,128,0.10468523203862619,0.06435740492597296,0.00047601308742510964,0.546875,0.46766169154228854
final_prompt,2,128,0.14317273840065875,0.06485388953806025,-0.005275974684014519,0.5078125,0.7263681592039801
final_prompt,3,128,0.18970247996681888,0.08541742292162319,0.02557653991253819,0.578125,0.029850746268656716
final_prompt,4,128,0.2575993023089757,0.08102057369738051,0.015708320552010248,0.5859375,0.06965174129353234
final_prompt,5,128,0.33912692859423954,0.07282080270878401,-0.00024265857071758428,0.5703125,0.47761194029850745
final_prompt,6,128,0.4204383167848593,0.07658167742890631,0.004642717701645515,0.5,0.27860696517412936
final_prompt,7,128,0.4906484199718879,0.07475983147579776,8.140963971746623e-05,0.4921875,0.4925373134328358
final_prompt,8,128,0.6395026713098151,0.07180434945397476,-0.003938707125820266,0.4921875,0.6865671641791045
final_prompt,9,128,0.7994995989185301,0.07329825325817046,-0.005539491884873623,0.484375,0.7960199004975125
final_prompt,10,128,0.8876877805901677,0.08028640500843415,0.00757902817944487,0.5078125,0.26865671641791045
final_prompt,11,128,0.9731960197296747,0.07915076934818263,0.0023717879912065385,0.4765625,0.4129353233830846
final_prompt,12,128,1.0260887046065055,0.07526315328758097,-0.0030491564727543226,0.484375,0.7014925373134329
final_prompt,13,128,1.2604689300291727,0.08127004958834871,0.006986994457120043,0.5078125,0.1791044776119403
final_prompt,14,128,1.3671187966127165,0.08568501272424303,0.013463339545451014,0.578125,0.009950248756218905
final_prompt,15,128,1.5100330164035638,0.09340970091281575,0.02684494374660627,0.6796875,0.004975124378109453
final_prompt,16,128,1.6716603234910163,0.137173744070968,0.09102152632569588,0.9140625,0.004975124378109453
final_prompt,17,128,1.934555566089585,0.21068049189831647,0.18155802909388893,0.9453125,0.004975124378109453
final_prompt,18,128,2.8913462691391887,0.48336231042650835,0.47277986788916193,1.0,0.004975124378109453
final_prompt,19,128,5.020029247198124,0.6553298673501385,0.6481341658074427,1.0,0.004975124378109453
final_prompt,20,128,7.24635600398272,0.7006299673613551,0.694320412329896,1.0,0.004975124378109453
final_prompt,21,128,9.505802516009666,0.7314494325848617,0.7251829653701991,1.0,0.004975124378109453
final_prompt,22,128,11.313377848574978,0.7414109062778977,0.735319378239956,1.0,0.004975124378109453
final_prompt,23,128,14.579114808126482,0.7318817972015124,0.7255157442512583,1.0,0.004975124378109453
final_prompt,24,128,17.021241122596724,0.7325797186875683,0.7257533026487023,1.0,0.004975124378109453
final_prompt,25,128,19.752236940559413,0.7482382075564457,0.7415806000900791,1.0,0.004975124378109453
final_prompt,26,128,23.081053679671058,0.7493459033062563,0.742284440966914,1.0,0.004975124378109453
final_prompt,27,128,26.100891550710568,0.7502002951560222,0.7430152767371425,1.0,0.004975124378109453
final_prompt,28,128,30.048466098236794,0.7507122730497522,0.7432569634736598,1.0,0.004975124378109453
final_prompt,29,128,33.3653918196372,0.7486281466588998,0.7408342763060676,1.0,0.004975124378109453
final_prompt,30,128,37.32133623536049,0.7479766989276044,0.7400890792576401,1.0,0.004975124378109453
final_prompt,31,128,41.02723070951717,0.7347096410911879,0.7263825393415735,1.0,0.004975124378109453
final_prompt,32,128,45.131228102774685,0.7243789599804993,0.7157490350256883,1.0,0.004975124378109453
final_prompt,33,128,50.06237426562454,0.7056406356924572,0.69645788795859,1.0,0.004975124378109453
final_prompt,34,128,58.15798819094334,0.6959840351435856,0.6863871673861542,1.0,0.004975124378109453
final_prompt,35,128,13.371616645370796,0.6753669432833672,0.6650973712237431,1.0,0.004975124378109453
response_first,0,128,0.03888430635544152,0.08562978329803433,0.0068133993089581,0.5078125,0.16417910447761194
response_first,1,128,0.10091498008173026,0.08366641268179034,0.02859119897346024,0.59375,0.014925373134328358
response_first,2,128,0.1625819606494432,0.07676179959635146,0.01665961641689512,0.5859375,0.06467661691542288
response_first,3,128,0.26483108314789905,0.08212496771232129,0.023182091687568893,0.53125,0.05970149253731343
response_first,4,128,0.37237685336843396,0.08022768711526598,0.01743222394782181,0.546875,0.03482587064676617
response_first,5,128,0.47571821031825334,0.07478973122286489,0.005966885817218318,0.546875,0.2537313432835821
response_first,6,128,0.5232564185976964,0.07410754850003239,-0.003259499305319334,0.5234375,0.6467661691542289
response_first,7,128,0.6104931820660059,0.07595995707563181,-0.003065537825934438,0.484375,0.6616915422885572
response_first,8,128,0.9935740493577898,0.058787995319467407,-0.0019710080179072996,0.5,0.582089552238806
response_first,9,128,1.236258768311425,0.05928785932731099,0.0065733580986349315,0.5,0.39800995024875624
response_first,10,128,1.200505506103745,0.06232263581134781,0.005477507643084109,0.5234375,0.38308457711442784
response_first,11,128,1.4444583607710686,0.06649468997975501,0.01925977788656103,0.5546875,0.03980099502487562
response_first,12,128,1.6243743666555095,0.07100975066021109,0.026400722338296673,0.578125,0.004975124378109453
response_first,13,128,1.7918123126435872,0.07141315957262143,0.021835812800110037,0.5859375,0.009950248756218905
response_first,14,128,1.8501120304358576,0.0831408725942925,0.035330148824571625,0.6328125,0.004975124378109453
response_first,15,128,2.1022637559737003,0.11459321601309401,0.0785756266709828,0.78125,0.004975124378109453
response_first,16,128,2.155620969465203,0.1685214972656773,0.14200003487362894,0.8828125,0.004975124378109453
response_first,17,128,2.4726095234971606,0.20630243998352754,0.18326303251650317,0.9609375,0.004975124378109453
response_first,18,128,3.203458916747465,0.3005821099169442,0.2848497738413207,0.9765625,0.004975124378109453
response_first,19,128,4.114621978505455,0.3988036895897904,0.38558057941384194,0.9921875,0.004975124378109453
response_first,20,128,5.51268365688939,0.5200377248056304,0.5094316887426964,1.0,0.004975124378109453
response_first,21,128,7.489728637644479,0.5914651966650111,0.5820380356828514,1.0,0.004975124378109453
response_first,22,128,8.777238585702365,0.6208674814519817,0.6118642427156327,1.0,0.004975124378109453
response_first,23,128,10.37677685285409,0.6247708712876964,0.6156865918620806,1.0,0.004975124378109453
response_first,24,128,12.245960775987626,0.631577063497592,0.622429700232864,1.0,0.004975124378109453
response_first,25,128,13.98137049638871,0.6457387340418878,0.6366379636098878,1.0,0.004975124378109453
response_first,26,128,15.597738983161166,0.6488682220144253,0.6395115953329772,1.0,0.004975124378109453
response_first,27,128,17.32076886632341,0.6507626331119362,0.6413532318485848,1.0,0.004975124378109453
response_first,28,128,19.257950377715375,0.6497437282798726,0.640071840512985,1.0,0.004975124378109453
response_first,29,128,21.722565947599886,0.6498077396959544,0.6390864935778636,1.0,0.004975124378109453
response_first,30,128,23.938283918042455,0.6504717466154423,0.6397736856638927,1.0,0.004975124378109453
response_first,31,128,25.60455749130167,0.6494750506815866,0.6386118983330609,1.0,0.004975124378109453
response_first,32,128,28.482583527686593,0.6522559497667283,0.6415329701639706,1.0,0.004975124378109453
response_first,33,128,33.478116118163655,0.6496930215118906,0.6379847816832029,1.0,0.004975124378109453
response_first,34,128,41.99050349913151,0.6527638552490054,0.6416463306285884,1.0,0.004975124378109453
response_first,35,128,13.31047195368551,0.749422900505372,0.7431124423306692,0.96875,0.004975124378109453
response_mean,0,128,0.022045041590069737,0.07258280545578863,0.011025694948291474,0.5546875,0.12437810945273632
response_mean,1,128,0.05064844962374185,0.06032196323472534,-0.004198051887534522,0.4453125,0.7213930348258707
response_mean,2,128,0.08587448699388965,0.059037815637669924,-0.004773483354798615,0.4609375,0.7711442786069652
response_mean,3,128,0.12967229319767337,0.06795631977458984,0.009613014163055338,0.5703125,0.04477611940298507
response_mean,4,128,0.17749142776308993,0.07165537709173038,0.006886025640778964,0.4921875,0.23880597014925373
response_mean,5,128,0.22369923628275792,0.07452219991607463,0.015464119076962454,0.5234375,0.029850746268656716
response_mean,6,128,0.2602460200627422,0.07249901422131469,0.006268531257156833,0.5,0.22388059701492538
response_mean,7,128,0.3353239775492549,0.07588816092816487,0.00964043141849322,0.5859375,0.12437810945273632
response_mean,8,128,0.5321970905991669,0.06209437378974766,0.003706207487720747,0.53125,0.30845771144278605
response_mean,9,128,0.6131901796732518,0.05724788495476696,0.002055709843136756,0.5546875,0.44776119402985076
response_mean,10,128,0.642454793277152,0.06297177679655788,0.012694240633666202,0.609375,0.07960199004975124
response_mean,11,128,0.7607225455196145,0.06127066053029595,0.011848911471307826,0.5625,0.07462686567164178
response_mean,12,128,0.8309312613230542,0.06762091341198859,0.019871436369990503,0.5859375,0.009950248756218905
response_mean,13,128,0.9362609047212609,0.08323188396144311,0.0396554023814134,0.7421875,0.004975124378109453
response_mean,14,128,1.0511190813350155,0.1358960696411143,0.10754579334148237,0.90625,0.004975124378109453
response_mean,15,128,1.2696694306716265,0.18317181012834668,0.16166637967136968,0.921875,0.004975124378109453
response_mean,16,128,1.4288809132551412,0.28590770279385186,0.2704284160397072,0.9609375,0.004975124378109453
response_mean,17,128,1.668428125146341,0.3287715543301995,0.31391821831962585,0.9921875,0.004975124378109453
response_mean,18,128,2.7733769863169524,0.5727830360087953,0.5638982557531075,1.0,0.004975124378109453
response_mean,19,128,4.247349046275538,0.6469683553138791,0.6371958420331862,1.0,0.004975124378109453
response_mean,20,128,6.085974904709315,0.68538356689214,0.6761912687276306,1.0,0.004975124378109453
response_mean,21,128,8.323794387606476,0.7012062322617928,0.6907817812055863,1.0,0.004975124378109453
response_mean,22,128,9.459079159839924,0.6928404091360124,0.6816267976785222,1.0,0.004975124378109453
response_mean,23,128,11.601632984341286,0.6691268953950396,0.6570138158016635,1.0,0.004975124378109453
response_mean,24,128,13.187277537440377,0.6601350997695257,0.647224111193508,1.0,0.004975124378109453
response_mean,25,128,14.7251284816464,0.6534191941685816,0.639633921211689,1.0,0.004975124378109453
response_mean,26,128,16.835364600525637,0.6544004472436035,0.6392719978092334,1.0,0.004975124378109453
response_mean,27,128,18.65193211635831,0.6617987900660608,0.6472566837953234,1.0,0.004975124378109453
response_mean,28,128,20.63251972107556,0.6609383934558879,0.6460031448360708,1.0,0.004975124378109453
response_mean,29,128,22.49569612895406,0.6553174017515424,0.6398587684013152,1.0,0.004975124378109453
response_mean,30,128,25.248255658004403,0.6541737801257651,0.6387485183055435,1.0,0.004975124378109453
response_mean,31,128,27.638212712479014,0.6586830100881048,0.6432344587182148,1.0,0.004975124378109453
response_mean,32,128,30.421603062089762,0.6565167285141329,0.6409332030497656,1.0,0.004975124378109453
response_mean,33,128,33.95365016209859,0.654676693203347,0.6390490783348901,1.0,0.004975124378109453
response_mean,34,128,39.39984623515894,0.6603636120644893,0.645230003501553,1.0,0.004975124378109453
response_mean,35,128,10.227416992446274,0.7648726441363599,0.7555949015398107,0.984375,0.004975124378109453
