phase,auroc_mean,auroc_std,bal_acc_mean
final_prompt,0.7538676697530864,0.2423256414029993,0.7274305555555556
post_selector,0.8432291666666667,0.24058325312805248,0.8164351851851852
pre_selector,0.5,0.0,0.5
public_task_span,0.7660686728395062,0.22339309802589655,0.6878472222222223
response_first,0.76328125,0.23678639545367128,0.7230324074074075
response_mean,0.7784047067901235,0.23931855791619783,0.7372685185185186
