query_phase,layer,head,mean_active_minus_inactive,cohens_d_vs_zero,abs_cohens_d,active_preference_rate,harmful_mean,benign_mean,n
post_selector,9,11,0.007659504120965669,2.4206529315506735,2.4206529315506735,1.0,0.007969470781972585,0.007349537459958753,64
post_selector,14,11,0.010783369623823043,1.9385738263266712,1.9385738263266712,0.984375,0.00967627926729615,0.011890459980349934,64
post_selector,18,13,-0.010619507236697195,-1.9273379524331105,1.9273379524331105,0.0,-0.00944439454178786,-0.011794619931606527,64
post_selector,18,12,-0.011008808563929004,-1.8937893158003263,1.8937893158003263,0.0,-0.012033957318635612,-0.009983659809222396,64
post_selector,19,30,-0.027035867176891725,-1.8858862195598873,1.8858862195598873,0.0,-0.032183287694351706,-0.021888446659431748,64
post_selector,13,14,0.01920394375338215,1.7719118749404537,1.7719118749404537,1.0,0.019235196552472147,0.019172690954292148,64
post_selector,24,21,0.003087762945142413,1.6837658202765755,1.6837658202765755,1.0,0.0026808269285538205,0.0034946989617310065,64
post_selector,21,31,0.010599245018965989,1.6615768471636343,1.6615768471636343,0.984375,0.009679709983174651,0.01151878005475733,64
post_selector,16,23,0.0465763646207051,1.5764769635773213,1.5764769635773213,0.921875,0.038133670226670774,0.05501905901473943,64
post_selector,20,9,0.0020585490092343674,1.5695901052727308,1.5695901052727308,0.921875,0.001843584585003511,0.0022735134334652242,64
post_selector,15,5,0.0038176585694599894,1.4885630724536796,1.4885630724536796,0.96875,0.0035375261140870406,0.004097791024832938,64
post_selector,20,15,0.033937614687602,1.4814501386410144,1.4814501386410144,0.90625,0.02856762480223548,0.039307604572968516,64
post_selector,18,15,0.030917855699954037,1.4770525025583074,1.4770525025583074,1.0,0.02330543832795224,0.038530273071955834,64
post_selector,17,15,0.042935810044582426,1.4475755517811166,1.4475755517811166,1.0,0.034485821481212,0.05138579860795284,64
post_selector,19,0,-0.009800771789741659,-1.4030376829750786,1.4030376829750786,0.03125,-0.01015901383652813,-0.009442529742955185,64
post_selector,21,18,0.011288636214885583,1.380780540466817,1.380780540466817,0.984375,0.01346356725844085,0.009113705171330313,64
post_selector,16,17,-0.021857548839761834,-1.3720558025763798,1.3720558025763798,0.0,-0.023921626576338853,-0.019793471103184815,64
post_selector,17,4,0.02260508643303178,1.3624776680353947,1.3624776680353947,1.0,0.014941987443307828,0.030268185422755736,64
post_selector,9,8,0.002047665100690168,1.35332111286986,1.35332111286986,0.9375,0.002140762171620694,0.001954568029759643,64
post_selector,9,10,0.010014408719143778,1.3498420077264912,1.3498420077264912,1.0,0.011530068673891896,0.008498748764395658,64
post_selector,20,12,-0.004750565651192984,-1.3377681852248795,1.3377681852248795,0.03125,-0.005282196740154128,-0.004218934562231841,64
post_selector,19,31,0.023738067087833728,1.3187138658093756,1.3187138658093756,1.0,0.02020802372135217,0.02726811045431528,64
post_selector,18,11,-0.027390130282583372,-1.2815653978579074,1.2815653978579074,0.046875,-0.033205015410203445,-0.021575245154963292,64
post_selector,23,5,0.004438924044734413,1.2659240709455433,1.2659240709455433,0.90625,0.003517248427669947,0.0053605996617988785,64
post_selector,19,21,-0.0028086239981348236,-1.2453326593183165,1.2453326593183165,0.09375,-0.002753033535554959,-0.0028642144607146872,64
post_selector,20,23,0.008663591652293646,1.2215326146621697,1.2215326146621697,0.9375,0.008066268695984001,0.009260914608603291,64
post_selector,19,25,0.006226653240446422,1.2111654903901519,1.2111654903901519,0.90625,0.0032619190897093687,0.009191387391183477,64
post_selector,21,11,0.011472947760921637,1.1921781834716925,1.1921781834716925,0.90625,0.008785377860476703,0.014160517661366572,64
post_selector,24,29,0.012248521232322632,1.1878535922329898,1.1878535922329898,0.953125,0.00986562132675314,0.014631421137892123,64
post_selector,12,28,-0.0021718323323511443,-1.1816432473921823,1.1816432473921823,0.09375,-0.002057781874100288,-0.002285882790602,64
post_selector,12,31,0.02331858401521454,1.1809163327353989,1.1809163327353989,0.984375,0.023337310223723717,0.023299857806705356,64
post_selector,26,26,0.0051106597420584425,1.1504478753610476,1.1504478753610476,0.953125,0.002714990339882169,0.007506329144234715,64
post_selector,24,5,0.002786830620607324,1.1272306197098632,1.1272306197098632,0.921875,0.002816865433487658,0.0027567958077269897,64
post_selector,17,12,0.003969027447965307,1.1259145833628939,1.1259145833628939,0.890625,0.0034570151183288223,0.004481039777601794,64
post_selector,14,7,0.026436575404659334,1.1235232153843056,1.1235232153843056,0.984375,0.021479371105669956,0.03139377970364871,64
post_selector,27,16,0.0025618535219109314,1.1153017502229416,1.1153017502229416,0.859375,0.0024105022457660934,0.0027132047980557685,64
post_selector,15,7,0.039693802231340634,1.1069305794584121,1.1069305794584121,0.859375,0.02706715071690266,0.0523204537457786,64
post_selector,13,13,0.0038734479121557723,1.0886827674004433,1.0886827674004433,0.984375,0.005026242753956411,0.0027206530703551314,64
post_selector,26,24,0.002753713823039972,1.084842383913567,1.084842383913567,0.953125,0.0019621211358753126,0.003545306510204632,64
post_selector,18,10,-0.008607942389062328,-1.0738121460002272,1.0738121460002272,0.0625,-0.00808303887606595,-0.009132845902058706,64
post_selector,23,10,0.026281544327503032,1.068717664184854,1.068717664184854,0.9375,0.023998325923457707,0.028564762731548354,64
post_selector,29,7,0.007029204623904623,1.041688765179639,1.041688765179639,0.875,0.004616086775058623,0.009442322472750623,64
post_selector,23,4,0.004379692033580747,1.0037312267888945,1.0037312267888945,0.953125,0.0030679174542455655,0.005691466612915928,64
post_selector,33,15,0.010252753214444925,1.0006390957302218,1.0006390957302218,0.90625,0.009494554338743865,0.011010952090145985,64
post_selector,28,23,0.002964329458336543,0.9998750116975067,0.9998750116975067,0.890625,0.0015023356681922173,0.004426323248480869,64
post_selector,29,2,0.0025225657136615657,0.99169500231634,0.99169500231634,0.90625,0.0022722574321960153,0.0027728739951271156,64
post_selector,34,3,0.0038073923169576725,0.982030958592425,0.982030958592425,0.796875,0.001174832541437347,0.006439952092477997,64
post_selector,33,18,0.003717953135492243,0.9662455440346756,0.9662455440346756,0.890625,0.0032166731107281135,0.004219233160256372,64
post_selector,23,30,0.009300621277361606,0.9498499894062745,0.9498499894062745,0.84375,0.005577249568887031,0.013023992985836182,64
post_selector,31,30,0.004260554223947062,0.9485414515151731,0.9485414515151731,0.921875,0.0029046813833701465,0.005616427064523978,64
post_selector,31,6,0.0014590821547244294,0.9411172651265951,0.9411172651265951,0.78125,0.0011393741970095717,0.0017787901124392874,64
post_selector,34,5,0.0021168199182283985,0.9213230882855548,0.9213230882855548,0.78125,0.0010775984228530312,0.003156041413603766,64
post_selector,34,1,0.0012198249960419737,0.9190788179623686,0.9190788179623686,0.875,0.0008495868551108037,0.0015900631369731438,64
post_selector,18,8,0.010746766878582972,0.9103962084155172,0.9103962084155172,0.8125,0.009831501272856225,0.011662032484309717,64
post_selector,24,23,0.010898203876422437,0.9103229534580907,0.9103229534580907,1.0,0.011654307108983583,0.01014210064386129,64
post_selector,24,7,0.00033523580930247185,0.9070362255463723,0.9070362255463723,0.78125,0.0003401414799099851,0.0003303301386949587,64
post_selector,13,31,-0.00762258630857102,-0.9050688652049075,0.9050688652049075,0.21875,-0.007709734840318535,-0.007535437776823504,64
post_selector,33,10,0.002565555385444858,0.9021246600261039,0.9021246600261039,0.828125,0.000591182069911129,0.004539928700978588,64
post_selector,20,7,0.0014582126223103605,0.8988895082207154,0.8988895082207154,0.765625,0.001123033012845546,0.001793392231775175,64
post_selector,22,11,0.004998895679818783,0.8977923646786617,0.8977923646786617,0.890625,0.0050593758714967095,0.0049384154881408565,64
