phase,layer,auroc_mean,auroc_std,bal_acc_mean
response_first,34,0.9994140625,0.0013101960805662846,0.9885416666666668
final_prompt,30,0.9994140625,0.0013101960805662846,0.9822916666666668
final_prompt,25,0.9994140625,0.0013101960805662846,0.9864583333333334
final_prompt,29,0.9994140625,0.0013101960805662846,0.9822916666666668
final_prompt,35,0.9992621527777779,0.0010132480494729884,0.9802083333333333
response_first,21,0.9989149305555556,0.0015798849586112162,0.9770833333333334
final_prompt,18,0.9988715277777779,0.0017252262946485955,0.9729166666666668
response_mean,26,0.998828125,0.002620392161132569,0.98125
response_first,20,0.998828125,0.002620392161132569,0.9927083333333334
response_mean,27,0.998828125,0.002620392161132569,0.9770833333333334
public_task_span,24,0.9987630208333333,0.0022599680934517444,0.9572916666666667
public_task_span,25,0.9987630208333333,0.0022599680934517444,0.946875
public_task_span,20,0.9984375,0.0034938562148434152,0.9583333333333334
response_mean,18,0.9983723958333334,0.0016130716956726015,0.9625
public_task_span,27,0.998263888888889,0.0038820624609371534,0.9354166666666666
response_mean,28,0.9982421875,0.003930588241698846,0.9770833333333334
public_task_span,28,0.9979166666666666,0.003105649968749755,0.93125
public_task_span,19,0.99765625,0.0052407843222651304,0.9604166666666666
response_mean,31,0.9973090277777779,0.005102365281140872,0.9770833333333334
response_mean,29,0.9973090277777779,0.005102365281140872,0.9770833333333334
response_mean,30,0.9967230902777778,0.006401174039650057,0.9770833333333334
public_task_span,26,0.9966796875,0.005137548873360424,0.9229166666666666
response_mean,33,0.9965277777777779,0.0068350762795241875,0.98125
post_selector,14,0.996484375,0.0078611764833977,0.965625
response_mean,32,0.9961371527777778,0.007703840227357408,0.9770833333333334
response_mean,34,0.9961371527777778,0.007703840227357408,0.9770833333333334
public_task_span,29,0.9958984375,0.004340549036662301,0.921875
response_first,19,0.9946831597222221,0.006529377770542718,0.965625
post_selector,13,0.993359375,0.014848888913084545,0.9625
response_mean,35,0.992361111111111,0.013537214367790255,0.9770833333333334
public_task_span,30,0.9919053819444444,0.006062616149791756,0.8958333333333334
public_task_span,32,0.9914496527777776,0.006909771295540414,0.896875
post_selector,15,0.991015625,0.020089673235349683,0.9614583333333334
public_task_span,31,0.9883463541666668,0.009978982006828261,0.8947916666666668
public_task_span,33,0.987087673611111,0.01100423058053623,0.8739583333333334
post_selector,12,0.9849609375,0.033628366067867926,0.9458333333333334
public_task_span,18,0.978515625,0.014885634235800742,0.9083333333333332
public_task_span,34,0.9755642361111111,0.01934444812470544,0.8552083333333332
public_task_span,17,0.9684461805555555,0.01689059680534642,0.8895833333333334
response_first,18,0.966015625,0.03987260381801755,0.925
public_task_span,35,0.9640625,0.02853778021660685,0.81875
public_task_span,16,0.9463324652777778,0.022316003641435097,0.84375
post_selector,11,0.9443576388888889,0.04154940458436905,0.8052083333333332
response_first,17,0.9140842013888889,0.06894488899032308,0.8114583333333334
public_task_span,15,0.9082465277777777,0.08469860532910331,0.8427083333333334
final_prompt,17,0.9046657986111111,0.0557900671387368,0.8125
response_mean,16,0.9040364583333333,0.06030807772699442,0.7989583333333333
public_task_span,14,0.8944227430555556,0.0907588433210153,0.746875
response_first,16,0.8898871527777779,0.09610403163466222,0.7489583333333333
response_mean,17,0.8887803819444444,0.05666982288754365,0.7895833333333334
response_mean,15,0.8769748263888889,0.0808073150954911,0.775
final_prompt,16,0.8519748263888889,0.07030045938679533,0.7614583333333333
response_first,15,0.8062282986111111,0.05302251544852482,0.7166666666666667
post_selector,10,0.7924045138888889,0.1279266595774217,0.6614583333333333
response_mean,14,0.7370659722222223,0.10966070626330764,0.646875
post_selector,9,0.6633463541666667,0.12402081735712926,0.6166666666666667
response_first,14,0.6611979166666667,0.0907956649856646,0.6177083333333333
final_prompt,15,0.6384331597222223,0.1110521902049718,0.5854166666666666
response_mean,13,0.6184895833333334,0.06602217361503758,0.53125
public_task_span,13,0.60390625,0.038824991684005744,0.559375
post_selector,8,0.6007161458333333,0.10995261981868613,0.55
response_first,13,0.5932725694444445,0.10177655246224696,0.5510416666666667
post_selector,3,0.5762803819444444,0.1522805571022758,0.5395833333333334
response_first,12,0.5712890625,0.08309428933185611,0.5541666666666667
post_selector,6,0.5533854166666667,0.12945456010970915,0.5614583333333334
post_selector,4,0.5525824652777778,0.15658186719543857,0.521875
response_mean,12,0.5520182291666667,0.038866969394977136,0.525
post_selector,7,0.5461371527777777,0.09462845771375214,0.534375
response_mean,11,0.54453125,0.02489443496188979,0.5270833333333333
post_selector,5,0.5395182291666667,0.13458606704509252,0.5135416666666667
public_task_span,12,0.538671875,0.01608276445828155,0.5208333333333333
post_selector,2,0.5369140625,0.07971238002064307,0.5197916666666667
public_task_span,10,0.5314887152777779,0.01297381920324956,0.5125
response_mean,4,0.5298719618055555,0.01848585462308662,0.5083333333333333
post_selector,0,0.5239583333333333,0.1387499304860242,0.5375
final_prompt,5,0.5229383680555555,0.030962680473979168,0.5083333333333333
response_first,5,0.52265625,0.014719877876106822,0.4885416666666666
public_task_span,11,0.5221788194444444,0.010833754137348965,0.5125
final_prompt,14,0.5208984375,0.04902134320879487,0.5427083333333333
final_prompt,6,0.5205295138888889,0.01973490466944091,0.5041666666666667
response_mean,10,0.5194661458333334,0.01526280449673534,0.5083333333333334
response_first,11,0.517578125,0.029860511793485162,0.4979166666666667
response_first,3,0.5161892361111111,0.014657356466861414,0.51875
response_mean,3,0.5157769097222222,0.025416069649110234,0.503125
response_mean,5,0.515234375,0.014184476673333295,0.5114583333333333
response_first,9,0.5148871527777777,0.03576307244382261,0.4760416666666666
response_first,6,0.5133029513888889,0.009905560863752846,0.503125
response_first,4,0.5096788194444445,0.013905494088381544,0.4927083333333333
response_first,8,0.5078125,0.014858717681096935,0.5041666666666667
public_task_span,7,0.5077256944444445,0.030733947956653955,0.515625
response_mean,9,0.5069444444444444,0.02009693906734411,0.509375
public_task_span,6,0.5059244791666667,0.032734191133300915,0.5135416666666666
public_task_span,8,0.50546875,0.013033847662752316,0.5020833333333334
response_first,7,0.5054253472222222,0.02153692017172413,0.5083333333333333
response_first,1,0.5052734375,0.010385990892324197,0.4875
response_mean,8,0.5034505208333334,0.012598118868013075,0.4927083333333333
final_prompt,4,0.5020616319444444,0.03286685914900385,0.5020833333333334
response_mean,2,0.5014105902777778,0.04605873759338422,0.515625
pre_selector,26,0.5,0.0,0.5
pre_selector,19,0.5,0.0,0.5
pre_selector,31,0.5,0.0,0.5
pre_selector,30,0.5,0.0,0.5
pre_selector,34,0.5,0.0,0.5
pre_selector,33,0.5,0.0,0.5
pre_selector,35,0.5,0.0,0.5
pre_selector,24,0.5,0.0,0.5
pre_selector,29,0.5,0.0,0.5
pre_selector,28,0.5,0.0,0.5
pre_selector,20,0.5,0.0,0.5
pre_selector,32,0.5,0.0,0.5
pre_selector,13,0.5,0.0,0.5
pre_selector,14,0.5,0.0,0.5
pre_selector,0,0.5,0.0,0.5
pre_selector,6,0.5,0.0,0.5
pre_selector,5,0.5,0.0,0.5
pre_selector,4,0.5,0.0,0.5
pre_selector,3,0.5,0.0,0.5
pre_selector,10,0.5,0.0,0.5
pre_selector,9,0.5,0.0,0.5
pre_selector,12,0.5,0.0,0.5
pre_selector,7,0.5,0.0,0.5
pre_selector,2,0.5,0.0,0.5
pre_selector,1,0.5,0.0,0.5
pre_selector,8,0.5,0.0,0.5
pre_selector,11,0.5,0.0,0.5
pre_selector,15,0.5,0.0,0.5
pre_selector,21,0.5,0.0,0.5
pre_selector,23,0.5,0.0,0.5
pre_selector,22,0.5,0.0,0.5
pre_selector,25,0.5,0.0,0.5
pre_selector,18,0.5,0.0,0.5
pre_selector,17,0.5,0.0,0.5
pre_selector,27,0.5,0.0,0.5
pre_selector,16,0.5,0.0,0.5
response_mean,6,0.49963107638888893,0.013147621283524194,0.5166666666666667
response_first,10,0.49963107638888893,0.030273593065112063,0.4989583333333333
final_prompt,8,0.49883897569444446,0.039533541410119076,0.5
final_prompt,10,0.49853515625,0.02789013708596572,0.4979166666666667
response_first,0,0.4978515625,0.016411545317724135,0.5125
final_prompt,2,0.49754774305555555,0.021221306515344908,0.5020833333333333
public_task_span,9,0.4974609375,0.02254277144820962,0.5114583333333333
public_task_span,5,0.49743923611111107,0.023007771152287346,0.490625
final_prompt,3,0.49594184027777777,0.01970224386451762,0.496875
response_mean,0,0.4950520833333333,0.028020182553023885,0.5083333333333333
response_mean,7,0.49281684027777783,0.012477921189944384,0.5135416666666667
final_prompt,11,0.49233940972222223,0.03376812120904371,0.49375
final_prompt,7,0.49103732638888886,0.03286055377004952,0.5239583333333334
post_selector,1,0.4900390625,0.11825087602082922,0.5208333333333334
final_prompt,0,0.48982204861111106,0.015902913410879897,0.5
public_task_span,1,0.48901909722222225,0.017823962513554788,0.4927083333333333
public_task_span,0,0.48734809027777776,0.017787793305230698,0.49479166666666663
response_first,2,0.4861979166666667,0.026294347047073535,0.5010416666666666
public_task_span,4,0.48467881944444446,0.026057756892634776,0.5
public_task_span,2,0.4843098958333333,0.028167073578145203,0.5125
final_prompt,9,0.48302951388888893,0.04717754170047317,0.4979166666666667
final_prompt,12,0.4800347222222222,0.021562052688149674,0.5072916666666666
final_prompt,13,0.47901475694444445,0.03702135460467767,0.4979166666666666
final_prompt,1,0.47866753472222223,0.025738295518510104,0.4760416666666666
response_mean,1,0.47183159722222223,0.018440052086528824,0.4864583333333333
public_task_span,3,0.4626302083333334,0.013875658303292479,0.4885416666666666
